Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,CycloFraction,NoncycloFraction,NormalizedCycloFraction,NormalizedNoncycloFraction,NormalizedFractionDifference,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.161551.38,Patient27,14,1,917,1439,15267.175572519083,694.9270326615705,22.0,22.0,SRSF6,92,45,0.15217391304347827,0.022222222222222223,0.015267175572519083,0.0006949270326615705,0.9564639415088069,0.04353605849119309,0.9129278830176137,17.821791290990397,-0.5916472899211067,,,,,,
PB.161551.38,Patient28,13,1,1473,1202,8825.526137135099,831.9467554076539,28.0,19.0,SRSF6,299,165,0.043478260869565216,0.006060606060606061,0.008825526137135099,0.0008319467554076539,0.9138546113807826,0.0861453886192175,0.8277092227615651,13.305109568119448,-0.8738162548519092,,,,,,
PB.161551.38,Patient29,10,0,1044,1857,9578.544061302682,0.0,27.0,28.5,SRSF6,61,35,0.16393442622950818,0.0,0.009578544061302681,0.0,1.0,0.0,1.0,47.413786522794865,1.3043023006147647,,,,,,
PB.161551.38,Patient3,93,7,1987,2019,46804.22747861098,3467.0629024269438,13.0,9.0,SRSF6,371,172,0.25067385444743934,0.040697674418604654,0.046804227478610974,0.003467062902426944,0.9310329439298677,0.06896705607013229,0.8620658878597354,24.6663106512555,-0.16405219647997774,,,,,,
PB.161551.38,Patient30,112,3,1658,1808,67551.26658624849,1659.2920353982302,8.0,15.0,SRSF6,496,127,0.22580645161290322,0.023622047244094488,0.06755126658624849,0.00165929203539823,0.9760254494625729,0.023974550537427097,0.9520508989251457,36.53201398276823,0.624489401980845,,,,,,
PB.161551.38,Patient31,14,4,966,1858,14492.753623188406,2152.852529601722,23.0,12.0,SRSF6,153,125,0.0915032679738562,0.032,0.014492753623188406,0.002152852529601722,0.8706654170571696,0.12933458294283035,0.7413308341143392,11.001759583486308,-1.017712575406503,,,,,,
PB.161551.38,Patient4,69,5,1554,1450,44401.5444015444,3448.2758620689656,14.0,10.0,SRSF6,197,100,0.350253807106599,0.05,0.0444015444015444,0.0034482758620689655,0.927935447968837,0.07206455203116305,0.855870895937674,22.669670926506832,-0.2887875218891689,,,,,,
PB.161551.38,Patient5,305,14,1993,1596,153035.6246864024,8771.929824561403,2.0,4.0,SRSF6,682,354,0.4472140762463343,0.03954802259887006,0.15303562468640242,0.008771929824561403,0.9457878845578435,0.05421211544215651,0.8915757691156869,34.07845127314199,0.4712088981405189,,,,,,
PB.161551.38,Patient6,27,0,1714,1602,15752.625437572928,0.0,21.0,28.5,SRSF6,89,77,0.30337078651685395,0.0,0.01575262543757293,0.0,1.0,0.0,1.0,67.7367540332051,2.5739314351400426,,,,,1.0,
PB.161551.38,Patient7,147,17,1705,1726,86217.00879765395,9849.362688296638,5.0,2.0,SRSF6,375,262,0.392,0.0648854961832061,0.08621700879765395,0.009849362688296639,0.8974733558065418,0.10252664419345824,0.7949467116130835,22.594124047980987,-0.2935071337248776,,,,,,
PB.161551.38,Patient8,110,8,1179,1359,93299.40627650551,5886.681383370125,4.0,5.0,SRSF6,262,217,0.4198473282442748,0.03686635944700461,0.09329940627650551,0.005886681383370125,0.9406501302525768,0.05934986974742327,0.8813002605051535,27.13487817160238,0.027591354713292313,,,,,,
PB.161551.38,Patient9,0,0,1493,1722,0.0,0.0,31.0,28.5,SRSF6,7,3,0.0,0.0,0.0,0.0,,,,0.0,-1.7050213796488882,,,,,,
PB.161551.51,Patient1,0,0,1902,1717,0.0,0.0,22.0,25.0,SRSF6,191,95,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient10,0,14,2180,1394,0.0,10043.041606886656,22.0,1.0,SRSF6,345,248,0.0,0.056451612903225805,0.0,0.010043041606886656,0.0,1.0,-1.0,-13.294052289568265,-1.3145634550048788,,,,,,
PB.161551.51,Patient11,3,5,2226,1367,1347.7088948787064,3657.6444769568398,8.0,5.0,SRSF6,1145,299,0.0026200873362445414,0.016722408026755852,0.0013477088948787063,0.0036576444769568397,0.2692534961591491,0.7307465038408509,-0.4614930076817018,-3.342950093427383,-0.3305628659346501,,,,,,
PB.161551.51,Patient12,4,5,2004,1791,1996.0079840319358,2791.736460078169,5.0,7.0,SRSF6,348,223,0.011494252873563218,0.02242152466367713,0.001996007984031936,0.0027917364600781687,0.4168994413407821,0.583100558659218,-0.16620111731843584,-1.2507065443573548,-0.1236743379923182,,,,,,
PB.161551.51,Patient13,3,1,2495,2218,1202.4048096192384,450.8566275924256,9.0,18.0,SRSF6,696,387,0.004310344827586207,0.002583979328165375,0.0012024048096192384,0.0004508566275924256,0.7272926002841841,0.2727073997158159,0.45458520056836815,3.28131404584748,0.32446807302315683,,,,,,
PB.161551.51,Patient14,0,0,1161,1708,0.0,0.0,22.0,25.0,SRSF6,121,44,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient15,0,10,1376,2573,0.0,3886.51379712398,22.0,4.0,SRSF6,324,294,0.0,0.034013605442176874,0.0,0.00388651379712398,0.0,1.0,-1.0,-11.924632080164368,-1.1791502850687199,,,,,,
PB.161551.51,Patient16,0,2,1395,1271,0.0,1573.5641227380015,22.0,11.0,SRSF6,93,54,0.0,0.037037037037037035,0.0,0.0015735641227380016,0.0,1.0,-1.0,-10.620736795817475,-1.0502164541629528,,,,,,
PB.161551.51,Patient17,0,0,975,1227,0.0,0.0,22.0,25.0,SRSF6,56,25,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient18,2,2,988,1387,2024.2914979757086,1441.9610670511895,4.0,12.0,SRSF6,157,82,0.012738853503184714,0.024390243902439025,0.0020242914979757085,0.0014419610670511895,0.584,0.416,0.16799999999999998,0.9781943877352883,0.0967273609279179,,,,,,
PB.161551.51,Patient19,0,1,1229,1548,0.0,645.9948320413437,22.0,15.0,SRSF6,74,31,0.0,0.03225806451612903,0.0,0.0006459948320413437,0.0,1.0,-1.0,-9.337610378316924,-0.9233363231196037,,,,,,
PB.161551.51,Patient2,1,0,1277,1085,783.0853563038371,0.0,12.0,25.0,SRSF6,88,62,0.011363636363636364,0.0,0.0007830853563038371,0.0,1.0,0.0,1.0,15.239203495223775,1.5069069657506498,,,,,,
PB.161551.51,Patient20,0,3,1888,1738,0.0,1726.121979286536,22.0,10.0,SRSF6,54,81,0.0,0.037037037037037035,0.0,0.0017261219792865361,0.0,1.0,-1.0,-10.754154262547633,-1.0634092506258055,,,,,,
PB.161551.51,Patient21,2,1,1417,1328,1411.4326040931546,753.0120481927711,7.0,14.0,SRSF6,334,122,0.005988023952095809,0.00819672131147541,0.0014114326040931546,0.0007530120481927711,0.6520991897863982,0.3479008102136018,0.30419837957279644,1.8110450959147204,0.17908261879814025,,,,,,
PB.161551.51,Patient22,0,0,1221,2106,0.0,0.0,22.0,25.0,SRSF6,58,43,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient23,0,0,665,1159,0.0,0.0,22.0,25.0,SRSF6,27,18,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient24,1,0,1059,1661,944.2870632672333,0.0,10.0,25.0,SRSF6,27,41,0.037037037037037035,0.0,0.0009442870632672333,0.0,1.0,0.0,1.0,15.666734125344716,1.5491827241131473,,,,,2.0,
PB.161551.51,Patient25,0,7,1372,1946,0.0,3597.1223021582737,22.0,6.0,SRSF6,341,346,0.0,0.02023121387283237,0.0,0.0035971223021582736,0.0,1.0,-1.0,-11.813028510083742,-1.1681145247542226,,,,,,
PB.161551.51,Patient26,17,8,1690,1469,10059.171597633136,5445.881552076242,1.0,2.0,SRSF6,668,201,0.025449101796407185,0.03980099502487562,0.010059171597633136,0.005445881552076242,0.6487673083417764,0.3512326916582236,0.29753461668355285,3.760063717012642,0.37180855342003083,,,,,,
PB.161551.51,Patient27,2,0,917,1439,2181.0250817884407,0.0,3.0,25.0,SRSF6,92,45,0.021739130434782608,0.0,0.0021810250817884407,0.0,1.0,0.0,1.0,22.18290393961681,2.1935249094654368,,,,,1.0,
PB.161551.51,Patient28,0,0,1473,1202,0.0,0.0,22.0,25.0,SRSF6,299,165,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient29,0,1,1044,1857,0.0,538.5029617662897,22.0,16.0,SRSF6,61,35,0.0,0.02857142857142857,0.0,0.0005385029617662897,0.0,1.0,-1.0,-9.075487069624828,-0.8974166325086392,,,,,,
PB.161551.51,Patient3,3,1,1987,2019,1509.813789632612,495.2947003467063,6.0,17.0,SRSF6,371,172,0.008086253369272238,0.005813953488372093,0.001509813789632612,0.0004952947003467063,0.7529835902536052,0.24701640974639483,0.5059671805072103,3.729148644475639,0.36875156043694635,,,,,,
PB.161551.51,Patient30,4,0,1658,1808,2412.5452352231605,0.0,2.0,25.0,SRSF6,496,127,0.008064516129032258,0.0,0.0024125452352231603,0.0,1.0,0.0,1.0,29.04706374331534,2.8722775900409543,1.0,1.0,1.0,1.0,1.0,
PB.161551.51,Patient31,0,0,966,1858,0.0,0.0,22.0,25.0,SRSF6,153,125,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient4,0,3,1554,1450,0.0,2068.9655172413795,22.0,8.0,SRSF6,197,100,0.0,0.03,0.0,0.0020689655172413794,0.0,1.0,-1.0,-11.015391019285614,-1.0892412758075645,,,,,,
PB.161551.51,Patient5,0,2,1993,1596,0.0,1253.1328320802004,22.0,13.0,SRSF6,682,354,0.0,0.005649717514124294,0.0,0.0012531328320802004,0.0,1.0,-1.0,-10.292474444631702,-1.0177566983922157,,,,,,
PB.161551.51,Patient6,0,0,1714,1602,0.0,0.0,22.0,25.0,SRSF6,89,77,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.51,Patient7,0,3,1705,1726,0.0,1738.1228273464658,22.0,9.0,SRSF6,375,262,0.0,0.011450381679389313,0.0,0.0017381228273464658,0.0,1.0,-1.0,-10.764144112732655,-1.064397082754652,,,,,,
PB.161551.51,Patient8,1,6,1179,1359,848.1764206955047,4415.0110375275935,11.0,3.0,SRSF6,262,217,0.003816793893129771,0.027649769585253458,0.0008481764206955047,0.004415011037527594,0.16115261472785486,0.8388473852721452,-0.6776947705442904,-3.770003787833288,-0.3727914631872231,,,,,,
PB.161551.51,Patient9,0,0,1493,1722,0.0,0.0,22.0,25.0,SRSF6,7,3,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient1,0,0,1902,1717,0.0,0.0,18.0,18.5,SRSF6,191,95,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient10,20,29,2180,1394,9174.311926605506,20803.44332855093,2.0,1.0,SRSF6,345,248,0.057971014492753624,0.11693548387096774,0.009174311926605505,0.02080344332855093,0.3060373216245884,0.6939626783754116,-0.3879253567508232,-5.266867795172126,-1.0023961467171674,,,,,,
PB.161551.53,Patient11,0,0,2226,1367,0.0,0.0,18.0,18.5,SRSF6,1145,299,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient12,0,0,2004,1791,0.0,0.0,18.0,18.5,SRSF6,348,223,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient13,0,1,2495,2218,0.0,450.8566275924256,18.0,5.0,SRSF6,696,387,0.0,0.002583979328165375,0.0,0.0004508566275924256,0.0,1.0,-1.0,-8.819721273315327,-1.6785791789941418,,,,,,
PB.161551.53,Patient14,0,0,1161,1708,0.0,0.0,18.0,18.5,SRSF6,121,44,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient15,0,0,1376,2573,0.0,0.0,18.0,18.5,SRSF6,324,294,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient16,0,0,1395,1271,0.0,0.0,18.0,18.5,SRSF6,93,54,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient17,0,0,975,1227,0.0,0.0,18.0,18.5,SRSF6,56,25,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient18,0,0,988,1387,0.0,0.0,18.0,18.5,SRSF6,157,82,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient19,0,0,1229,1548,0.0,0.0,18.0,18.5,SRSF6,74,31,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient2,0,0,1277,1085,0.0,0.0,18.0,18.5,SRSF6,88,62,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient20,0,0,1888,1738,0.0,0.0,18.0,18.5,SRSF6,54,81,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient21,0,0,1417,1328,0.0,0.0,18.0,18.5,SRSF6,334,122,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient22,0,0,1221,2106,0.0,0.0,18.0,18.5,SRSF6,58,43,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient23,0,0,665,1159,0.0,0.0,18.0,18.5,SRSF6,27,18,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient24,0,0,1059,1661,0.0,0.0,18.0,18.5,SRSF6,27,41,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient25,0,0,1372,1946,0.0,0.0,18.0,18.5,SRSF6,341,346,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient26,0,0,1690,1469,0.0,0.0,18.0,18.5,SRSF6,668,201,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient27,0,0,917,1439,0.0,0.0,18.0,18.5,SRSF6,92,45,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient28,0,0,1473,1202,0.0,0.0,18.0,18.5,SRSF6,299,165,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient29,0,0,1044,1857,0.0,0.0,18.0,18.5,SRSF6,61,35,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient3,0,0,1987,2019,0.0,0.0,18.0,18.5,SRSF6,371,172,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient30,99,30,1658,1808,59710.49457177322,16592.920353982303,1.0,2.0,SRSF6,496,127,0.19959677419354838,0.23622047244094488,0.05971049457177322,0.016592920353982302,0.7825402654635119,0.21745973453648812,0.5650805309270237,12.300073035482182,2.3409636039106485,,,,,,
PB.161551.53,Patient31,2,0,966,1858,2070.393374741201,0.0,4.0,18.5,SRSF6,153,125,0.013071895424836602,0.0,0.002070393374741201,0.0,1.0,0.0,1.0,22.032771687929753,4.193301654870589,1.0,1.0,1.0,1.0,2.0,
PB.161551.53,Patient4,0,1,1554,1450,0.0,689.655172413793,18.0,4.0,SRSF6,197,100,0.0,0.01,0.0,0.000689655172413793,0.0,1.0,-1.0,-9.43182177706249,-1.795074828822721,,,,,,
PB.161551.53,Patient5,10,9,1993,1596,5017.5614651279475,5639.097744360902,3.0,3.0,SRSF6,682,354,0.01466275659824047,0.025423728813559324,0.005017561465127948,0.005639097744360902,0.47083812726789986,0.5291618727321002,-0.05832374546420038,-0.6038735969617504,-0.11492989576339117,,,,,,
PB.161551.53,Patient6,0,0,1714,1602,0.0,0.0,18.0,18.5,SRSF6,89,77,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient7,0,0,1705,1726,0.0,0.0,18.0,18.5,SRSF6,375,262,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient8,0,0,1179,1359,0.0,0.0,18.0,18.5,SRSF6,262,217,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.53,Patient9,0,0,1493,1722,0.0,0.0,18.0,18.5,SRSF6,7,3,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient1,0,0,1902,1717,0.0,0.0,22.0,20.5,SRSF6,191,95,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient10,0,0,2180,1394,0.0,0.0,22.0,20.5,SRSF6,345,248,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient11,0,0,2226,1367,0.0,0.0,22.0,20.5,SRSF6,1145,299,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient12,0,0,2004,1791,0.0,0.0,22.0,20.5,SRSF6,348,223,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient13,0,0,2495,2218,0.0,0.0,22.0,20.5,SRSF6,696,387,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient14,0,0,1161,1708,0.0,0.0,22.0,20.5,SRSF6,121,44,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient15,2,3,1376,2573,1453.4883720930231,1165.954139137194,6.0,5.0,SRSF6,324,294,0.006172839506172839,0.01020408163265306,0.0014534883720930232,0.001165954139137194,0.5548846236791029,0.4451153763208971,0.10976924735820576,0.6355277961545897,0.12653482121977322,,,,,,
PB.161551.569,Patient16,2,1,1395,1271,1433.6917562724013,786.7820613690008,7.0,6.0,SRSF6,93,54,0.021505376344086023,0.018518518518518517,0.0014336917562724014,0.0007867820613690008,0.6456692913385826,0.3543307086614173,0.29133858267716534,1.7297446724267824,0.3443955310935575,,,,,,
PB.161551.569,Patient17,1,0,975,1227,1025.6410256410256,0.0,8.0,20.5,SRSF6,56,25,0.017857142857142856,0.0,0.0010256410256410256,0.0,1.0,0.0,1.0,15.855514891220746,3.1568638763678094,1.0,1.0,1.0,1.0,3.0,
PB.161551.569,Patient18,0,0,988,1387,0.0,0.0,22.0,20.5,SRSF6,157,82,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient19,1,1,1229,1548,813.6696501220504,645.9948320413437,9.0,7.0,SRSF6,74,31,0.013513513513513514,0.03225806451612903,0.0008136696501220504,0.0006459948320413437,0.5574360821029888,0.44256391789701116,0.11487216420597762,0.5269381770267094,0.10491441669016975,,,,,,
PB.161551.569,Patient2,1,0,1277,1085,783.0853563038371,0.0,10.0,20.5,SRSF6,88,62,0.011363636363636364,0.0,0.0007830853563038371,0.0,1.0,0.0,1.0,15.239203495223775,3.0341550778226454,,,,,3.0,
PB.161551.569,Patient20,0,0,1888,1738,0.0,0.0,22.0,20.5,SRSF6,54,81,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient21,0,0,1417,1328,0.0,0.0,22.0,20.5,SRSF6,334,122,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient22,4,6,1221,2106,3276.0032760032764,2849.002849002849,3.0,1.0,SRSF6,58,43,0.06896551724137931,0.13953488372093023,0.003276003276003276,0.002849002849002849,0.5348571428571428,0.4651428571428571,0.06971428571428573,0.520647000364509,0.10366183117143989,,,,,,
PB.161551.569,Patient23,0,0,665,1159,0.0,0.0,22.0,20.5,SRSF6,27,18,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient24,0,0,1059,1661,0.0,0.0,22.0,20.5,SRSF6,27,41,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient25,4,1,1372,1946,2915.451895043732,513.874614594039,4.0,9.0,SRSF6,341,346,0.011730205278592375,0.002890173410404624,0.0029154518950437317,0.0005138746145940391,0.8501529051987767,0.14984709480122324,0.7003058103975535,6.467372563844939,1.2876664656988908,,,,,,
PB.161551.569,Patient26,9,2,1690,1469,5325.443786982249,1361.4703880190605,2.0,4.0,SRSF6,668,201,0.01347305389221557,0.009950248756218905,0.0053254437869822485,0.0013614703880190605,0.7963978073610024,0.20360219263899765,0.5927956147220048,6.804521276361869,1.3547934305947416,,,,,,
PB.161551.569,Patient27,12,2,917,1439,13086.150490730643,1389.854065323141,1.0,3.0,SRSF6,92,45,0.13043478260869565,0.044444444444444446,0.013086150490730643,0.001389854065323141,0.9039891110878443,0.0960108889121558,0.8079782221756885,12.313397201745603,2.451621349936896,,,,,3.0,
PB.161551.569,Patient28,0,0,1473,1202,0.0,0.0,22.0,20.5,SRSF6,299,165,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient29,3,3,1044,1857,2873.5632183908046,1615.5088852988692,5.0,2.0,SRSF6,61,35,0.04918032786885246,0.08571428571428572,0.0028735632183908046,0.0016155088852988692,0.6401240951396071,0.359875904860393,0.2802481902792141,1.928271475152724,0.3839226039332634,,,,,,
PB.161551.569,Patient3,0,0,1987,2019,0.0,0.0,22.0,20.5,SRSF6,371,172,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient30,0,0,1658,1808,0.0,0.0,22.0,20.5,SRSF6,496,127,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient31,0,0,966,1858,0.0,0.0,22.0,20.5,SRSF6,153,125,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient4,0,0,1554,1450,0.0,0.0,22.0,20.5,SRSF6,197,100,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient5,1,1,1993,1596,501.75614651279477,626.5664160401002,12.0,8.0,SRSF6,682,354,0.001466275659824047,0.002824858757062147,0.0005017561465127947,0.0006265664160401002,0.44469211479520754,0.5553078852047924,-0.11061577040958481,-0.507044299029771,-0.10095350685909406,,,,,,
PB.161551.569,Patient6,1,0,1714,1602,583.4305717619603,0.0,11.0,20.5,SRSF6,89,77,0.011235955056179775,0.0,0.0005834305717619603,0.0,1.0,0.0,1.0,14.567212571181049,2.9003603768677038,1.0,1.0,1.0,1.0,2.0,
PB.161551.569,Patient7,0,0,1705,1726,0.0,0.0,22.0,20.5,SRSF6,375,262,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient8,0,0,1179,1359,0.0,0.0,22.0,20.5,SRSF6,262,217,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.569,Patient9,0,0,1493,1722,0.0,0.0,22.0,20.5,SRSF6,7,3,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient1,1,3,1902,1717,525.7623554153522,1747.2335468841002,17.0,3.0,SRSF6,191,95,0.005235602094240838,0.031578947368421054,0.0005257623554153522,0.0017472335468841002,0.2313080964569581,0.768691903543042,-0.5373838070860839,-2.74305303296275,-0.38457582663174344,,,,,,
PB.161551.572,Patient10,2,0,2180,1394,917.4311926605506,0.0,11.0,24.0,SRSF6,345,248,0.005797101449275362,0.0,0.0009174311926605505,0.0,1.0,0.0,1.0,19.68605566168747,2.759983506784348,1.0,1.0,1.0,1.0,2.0,
PB.161551.572,Patient11,3,1,2226,1367,1347.7088948787064,731.528895391368,6.0,15.0,SRSF6,1145,299,0.0026200873362445414,0.0033444816053511705,0.0013477088948787063,0.000731528895391368,0.6481744902797534,0.3518255097202465,0.29634898055950687,2.0447396076523456,0.28667233750498405,,,,,,
PB.161551.572,Patient12,0,0,2004,1791,0.0,0.0,24.5,24.0,SRSF6,348,223,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient13,0,0,2495,2218,0.0,0.0,24.5,24.0,SRSF6,696,387,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient14,1,2,1161,1708,861.3264427217915,1170.9601873536299,12.0,7.0,SRSF6,121,44,0.008264462809917356,0.045454545454545456,0.0008613264427217916,0.00117096018735363,0.42382133995037224,0.5761786600496278,-0.15235732009925557,-0.7015321961575313,-0.09835476055476201,,,,,,
PB.161551.572,Patient15,1,3,1376,2573,726.7441860465116,1165.954139137194,14.0,8.0,SRSF6,324,294,0.0030864197530864196,0.01020408163265306,0.0007267441860465116,0.001165954139137194,0.3839725414117296,0.6160274585882705,-0.23205491717654086,-1.0797470671177072,-0.15138045670283318,,,,,,
PB.161551.572,Patient16,1,1,1395,1271,716.8458781362007,786.7820613690008,15.0,14.0,SRSF6,93,54,0.010752688172043012,0.018518518518518517,0.0007168458781362007,0.0007867820613690008,0.47674418604651164,0.5232558139534884,-0.04651162790697677,-0.2125790310499263,-0.029803563988079353,,,,,,
PB.161551.572,Patient17,0,2,975,1227,0.0,1629.9918500407498,24.5,4.0,SRSF6,56,25,0.0,0.08,0.0,0.0016299918500407497,0.0,1.0,-1.0,-10.671533857677446,-1.4961482353522815,,,,,,
PB.161551.572,Patient18,0,0,988,1387,0.0,0.0,24.5,24.0,SRSF6,157,82,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient19,7,2,1229,1548,5695.6875508543535,1291.9896640826873,2.0,6.0,SRSF6,74,31,0.0945945945945946,0.06451612903225806,0.005695687550854353,0.0012919896640826874,0.8151045584474198,0.18489544155258011,0.6302091168948397,6.781777291283452,0.9508046605321091,,,,,,
PB.161551.572,Patient2,1,4,1277,1085,783.0853563038371,3686.6359447004606,13.0,1.0,SRSF6,88,62,0.011363636363636364,0.06451612903225806,0.0007830853563038371,0.003686635944700461,0.1751978039722267,0.8248021960277733,-0.6496043920555465,-3.540193819433966,-0.49633490427813215,,,,,,
PB.161551.572,Patient20,1,5,1888,1738,529.6610169491526,2876.8699654775605,16.0,2.0,SRSF6,54,81,0.018518518518518517,0.06172839506172839,0.0005296610169491525,0.0028768699654775605,0.15548398640186079,0.8445160135981392,-0.6890320271962784,-3.8659437395253082,-0.5420050183039784,,,,,,
PB.161551.572,Patient21,0,0,1417,1328,0.0,0.0,24.5,24.0,SRSF6,334,122,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient22,0,0,1221,2106,0.0,0.0,24.5,24.0,SRSF6,58,43,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient23,0,0,665,1159,0.0,0.0,24.5,24.0,SRSF6,27,18,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient24,0,0,1059,1661,0.0,0.0,24.5,24.0,SRSF6,27,41,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient25,2,2,1372,1946,1457.725947521866,1027.749229188078,5.0,12.0,SRSF6,341,346,0.005865102639296188,0.005780346820809248,0.0014577259475218659,0.0010277492291880781,0.5864978902953586,0.41350210970464135,0.17299578059071724,1.0076350366028526,0.14127035550825656,,,,,,
PB.161551.572,Patient26,0,0,1690,1469,0.0,0.0,24.5,24.0,SRSF6,668,201,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,
PB.161551.572,Patient27,10,2,917,1439,10905.125408942204,1389.854065323141,1.0,5.0,SRSF6,92,45,0.10869565217391304,0.044444444444444446,0.010905125408942203,0.001389854065323141,0.886957593688363,0.11304240631163709,0.7739151873767259,10.651266639253263,1.4933067728703886,,,,,,
