associated_gene,Sample,cyclo_count,noncyclo_count,Cyclo_TPM,Noncyclo_TPM,total_cyclo,total_noncyclo,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,Avg_Noncyclo_TPM,SD_Noncyclo_TPM,Noncyclo_Z_Score,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
VTA1,Patient5,862,676,432513.79829402914,423558.8972431078,1993,1596,28.0,31.0,564732.2394849113,91520.96827234412,-1.5425245701258976,1.041736828804175,2.0489614837370596,1.0,1.0,1.0,1.0,1.0,
VTA1,Patient6,1080,866,630105.0175029171,540574.2821473158,1714,1602,3.0,17.0,564732.2394849113,91520.96827234412,-0.2639609020056182,-6.7224496303854595,0.2512175996006243,,,,,,
VTA1,Patient7,889,856,521407.6246334311,495944.3800695249,1705,1726,16.0,24.0,564732.2394849113,91520.96827234412,-0.7516076448261613,-4.3478361169332,0.8010429990079038,1.0,1.0,1.0,1.0,1.0,
VTA1,Patient8,648,726,549618.320610687,534216.3355408389,1179,1359,14.0,18.0,564732.2394849113,91520.96827234412,-0.33343073745968826,-6.396407568446616,0.3267103928124665,1.0,1.0,1.0,1.0,1.0,
VTA1,Patient9,909,1124,608841.259209645,652729.3844367014,1493,1722,5.0,5.0,564732.2394849113,91520.96827234412,0.9614970931025557,-11.893947960965006,-1.114413426015977,,,,,,
novelGene_SRSF6_AS,Patient1,0,0,0.0,0.0,1902,1717,31.0,31.0,5697.974598404766,4308.722277770671,-1.3224279104275183,118.7979612170238,5.344890261863784,1.0,1.0,1.0,1.0,1.0,
novelGene_SRSF6_AS,Patient10,2,3,917.4311926605506,2152.080344332855,2180,1394,27.0,25.0,5697.974598404766,4308.722277770671,-0.8229572540253286,-133.9719459505712,0.24747759773656433,,,,,,
novelGene_SRSF6_AS,Patient11,5,6,2246.18149146451,4389.1733723482075,2226,1367,21.0,15.0,5697.974598404766,4308.722277770671,-0.303756227874991,-146.24699162069228,-0.0017130230631758646,,,,,,
novelGene_SRSF6_AS,Patient12,4,2,1996.007984031936,1116.6945840312674,2004,1791,23.0,29.0,5697.974598404766,4308.722277770671,-1.063257206900754,-122.52697367405366,0.4782793861164772,1.0,1.0,1.0,1.0,1.0,
novelGene_SRSF6_AS,Patient13,3,2,1202.4048096192384,901.7132551848512,2495,2218,25.0,30.0,5697.974598404766,4308.722277770671,-1.113151657038684,-118.7979612170238,0.5534794585307502,,,,,,
novelGene_SRSF6_AS,Patient14,9,6,7751.937984496124,3512.88056206089,1161,1708,8.0,20.0,5697.974598404766,4308.722277770671,-0.5071327171902204,-142.52247185917926,0.07504584136222707,,,,,,
novelGene_SRSF6_AS,Patient15,6,15,4360.46511627907,5829.770695685969,1376,2573,15.0,13.0,5697.974598404766,4308.722277770671,0.030588208936361196,-151.19529567240883,-0.10150159371153196,,,,,,
novelGene_SRSF6_AS,Patient16,3,3,2150.537634408602,2360.346184107002,1395,1271,22.0,24.0,5697.974598404766,4308.722277770671,-0.7746213840509233,-135.58373740444705,0.21497386237905097,,,,,,
novelGene_SRSF6_AS,Patient17,9,14,9230.76923076923,11409.942950285247,975,1227,7.0,5.0,5697.974598404766,4308.722277770671,1.3256756837982717,-162.90296614897068,-0.3376010108588652,,,,,,
novelGene_SRSF6_AS,Patient18,21,12,21255.06072874494,8651.766402307137,988,1387,2.0,7.0,5697.974598404766,4308.722277770671,0.6855377565505709,-158.07823435317803,-0.24030442507270883,,,,,,
novelGene_SRSF6_AS,Patient19,6,22,4882.017900732303,14211.886304909562,1229,1548,13.0,2.0,5697.974598404766,4308.722277770671,1.9759713338753144,-166.73173558414487,-0.41481280408842813,,,,,,
novelGene_SRSF6_AS,Patient2,3,9,2349.256068911511,8294.930875576038,1277,1085,20.0,8.0,5697.974598404766,4308.722277770671,0.6027207394102305,-157.3438899010143,-0.22549547588949362,,,,,,
novelGene_SRSF6_AS,Patient20,8,13,4237.28813559322,7479.861910241657,1888,1738,17.0,10.0,5697.974598404766,4308.722277770671,0.4135535309458,-155.5405967381863,-0.1891298756155703,,,,,,
novelGene_SRSF6_AS,Patient21,4,8,2822.8652081863092,6024.096385542169,1417,1328,19.0,12.0,5697.974598404766,4308.722277770671,0.07568874624849062,-151.76695812166568,-0.11302986240894364,,,,,,
novelGene_SRSF6_AS,Patient22,9,6,7371.007371007372,2849.002849002849,1221,2106,9.0,23.0,5697.974598404766,4308.722277770671,-0.6612103463015426,-138.86708136288206,0.14876123737968616,,,,,,
novelGene_SRSF6_AS,Patient23,7,14,10526.315789473683,12079.378774805868,665,1159,5.0,3.0,5697.974598404766,4308.722277770671,1.481043280353366,-163.89704989557035,-0.35764791887849917,,,,,,
novelGene_SRSF6_AS,Patient24,2,11,1888.5741265344666,6622.516556291391,1059,1661,24.0,11.0,5697.974598404766,4308.722277770671,0.21457450684544516,-153.4181271805517,-0.14632769507301954,,,,,,
novelGene_SRSF6_AS,Patient25,9,6,6559.766763848396,3083.247687564234,1372,1946,11.0,22.0,5697.974598404766,4308.722277770671,-0.6068450789530554,-140.2459245571891,0.12095518705010226,,,,,,
novelGene_SRSF6_AS,Patient26,18,26,10650.887573964497,17699.115044247785,1690,1469,4.0,1.0,5697.974598404766,4308.722277770671,2.7853130631692506,-170.55781732695064,-0.49197039673189435,,,,,,
novelGene_SRSF6_AS,Patient27,21,11,22900.763358778626,7644.197359277276,917,1439,1.0,9.0,5697.974598404766,4308.722277770671,0.45169371228991895,-155.9194983208002,-0.1967708869500138,,,,,,
novelGene_SRSF6_AS,Patient28,1,5,678.8866259334691,4159.733777038269,1473,1202,28.0,18.0,5697.974598404766,4308.722277770671,-0.3570062589790264,-145.47208981546262,0.015563207162710334,,,,,,
novelGene_SRSF6_AS,Patient29,13,8,12452.107279693486,4308.023694130317,1044,1857,3.0,17.0,5697.974598404766,4308.722277770671,-0.3225900428638459,-146.08341183524362,0.0032351549811451543,,,,,,
novelGene_SRSF6_AS,Patient3,1,7,503.27126321087064,3467.0629024269438,1987,2019,30.0,21.0,5697.974598404766,4308.722277770671,-0.5177664170855063,-142.29335986883493,0.07966616335455295,,,,,,
novelGene_SRSF6_AS,Patient30,16,21,9650.180940892642,11615.044247787611,1658,1808,6.0,4.0,5697.974598404766,4308.722277770671,1.373277103495362,-163.2135984734621,-0.3438652895560124,,,,,,
novelGene_SRSF6_AS,Patient31,3,18,3105.590062111801,9687.83638320775,966,1858,18.0,6.0,5697.974598404766,4308.722277770671,0.9259965083819083,-160.05028579530935,-0.28007324133755584,,,,,,
novelGene_SRSF6_AS,Patient4,9,6,5791.505791505791,4137.931034482759,1554,1450,12.0,19.0,5697.974598404766,4308.722277770671,-0.3620664000486873,-145.38037561541717,0.017412735573867473,,,,,,
novelGene_SRSF6_AS,Patient5,9,7,4515.805318615153,4385.964912280701,1993,1596,14.0,16.0,5697.974598404766,4308.722277770671,-0.3045008709177926,-146.24068102873355,-0.0015221319179698628,,,,,,
novelGene_SRSF6_AS,Patient6,1,2,583.4305717619603,1248.4394506866417,1714,1602,29.0,27.0,5697.974598404766,4308.722277770671,-1.032680887945349,-124.47208689326936,0.439053811886166,1.0,1.0,1.0,1.0,1.0,
novelGene_SRSF6_AS,Patient7,2,3,1173.0205278592375,1738.1228273464658,1705,1726,26.0,26.0,5697.974598404766,4308.722277770671,-0.9190315633680441,-130.24467579095094,0.3226425346041267,,,,,,
novelGene_SRSF6_AS,Patient8,5,6,4240.882103477524,4415.0110375275935,1179,1359,16.0,14.0,5697.974598404766,4308.722277770671,-0.29775963224554275,-146.3493139951249,-0.003776478215337496,,,,,,
novelGene_SRSF6_AS,Patient9,11,2,7367.716008037508,1161.4401858304298,1493,1722,10.0,28.0,5697.974598404766,4308.722277770671,-1.0528723180834794,-123.21219458095382,0.4644610729806429,,,,,,
