Isoform,Sample,cyclo_count,noncyclo_count,total_cyclo,total_noncyclo,Cyclo_TPM,Noncyclo_TPM,Cyclo_TPM_Rank,Noncyclo_TPM_Rank,associated_gene,gene_cyclo_count,gene_noncyclo_count,isoform_cyclo_proportion,isoform_noncyclo_proportion,Avg_Cyclo_TPM,SD_Cyclo_TPM,Cyclo_Z_Score,test_statistic,z_score,rank_top_99_9_percentile,rank_top_99_5_percentile,rank_top_99_percentile,rank_top_98_percentile,rank_top_95_percentile,Phenotypes
PB.161551.569,Patient16,2,1,1395,1271,1433.6917562724013,786.7820613690008,7.0,6.0,SRSF6,93,54,0.021505376344086023,0.018518518518518517,1099.0766305115417,2560.843141102932,0.13066599839330414,-3.189338296562549,1.9140281610050143,,,,,3.0,
PB.161551.569,Patient17,1,0,975,1227,1025.6410256410256,0.0,8.0,20.5,SRSF6,56,25,0.017857142857142856,0.0,1099.0766305115417,2560.843141102932,-0.028676338543284614,-3.6721472851177372,1.8259045936262162,,,,,2.0,
PB.161551.569,Patient18,0,0,988,1387,0.0,0.0,22.0,20.5,SRSF6,157,82,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient19,1,1,1229,1548,813.6696501220504,645.9948320413437,9.0,7.0,SRSF6,74,31,0.013513513513513514,0.03225806451612903,1099.0766305115417,2560.843141102932,-0.11145039530479368,-4.0057920356884384,1.7650068755752637,,,,,3.0,
PB.161551.569,Patient2,1,0,1277,1085,783.0853563038371,0.0,10.0,20.5,SRSF6,88,62,0.011363636363636364,0.0,1099.0766305115417,2560.843141102932,-0.12339345160813325,-4.060996482317389,1.7549308146745055,,,,,,
PB.161551.569,Patient20,0,0,1888,1738,0.0,0.0,22.0,20.5,SRSF6,54,81,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient21,0,0,1417,1328,0.0,0.0,22.0,20.5,SRSF6,334,122,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient22,4,6,1221,2106,3276.0032760032764,2849.002849002849,3.0,1.0,SRSF6,58,43,0.06896551724137931,0.13953488372093023,1099.0766305115417,2560.843141102932,0.8500819946957595,-1.9977019883859444,2.1315287564451912,,,,,2.0,
PB.161551.569,Patient23,0,0,665,1159,0.0,0.0,22.0,20.5,SRSF6,27,18,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient24,0,0,1059,1661,0.0,0.0,22.0,20.5,SRSF6,27,41,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient25,4,1,1372,1946,2915.451895043732,513.874614594039,4.0,9.0,SRSF6,341,346,0.011730205278592375,0.002890173410404624,1099.0766305115417,2560.843141102932,0.7092879822970702,-2.1658648254802446,2.1008352328021545,1.0,1.0,1.0,1.0,2.0,
PB.161551.569,Patient26,9,2,1690,1469,5325.443786982249,1361.4703880190605,2.0,4.0,SRSF6,668,201,0.01347305389221557,0.009950248756218905,1099.0766305115417,2560.843141102932,1.650381114186654,-1.2969064679503748,2.2594397993789013,,,,,3.0,
PB.161551.569,Patient27,12,2,917,1439,13086.150490730643,1389.854065323141,1.0,3.0,SRSF6,92,45,0.13043478260869565,0.044444444444444446,1099.0766305115417,2560.843141102932,4.6809090599185925,1.296906467950375,2.7328693635402153,,,,,2.0,
PB.161551.569,Patient28,0,0,1473,1202,0.0,0.0,22.0,20.5,SRSF6,299,165,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient29,3,3,1044,1857,2873.5632183908046,1615.5088852988692,5.0,2.0,SRSF6,61,35,0.04918032786885246,0.08571428571428572,1099.0766305115417,2560.843141102932,0.6929306053142356,-2.186736344172351,2.097025708275145,,,,,3.0,
PB.161551.569,Patient3,0,0,1987,2019,0.0,0.0,22.0,20.5,SRSF6,371,172,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient30,0,0,1658,1808,0.0,0.0,22.0,20.5,SRSF6,496,127,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient31,0,0,966,1858,0.0,0.0,22.0,20.5,SRSF6,153,125,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient4,0,0,1554,1450,0.0,0.0,22.0,20.5,SRSF6,197,100,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient5,1,1,1993,1596,501.75614651279477,626.5664160401002,12.0,8.0,SRSF6,682,354,0.001466275659824047,0.002824858757062147,1099.0766305115417,2560.843141102932,-0.23325149221810063,-4.702148383909056,1.6379060820384452,,,,,,
PB.161551.569,Patient6,1,0,1714,1602,583.4305717619603,0.0,11.0,20.5,SRSF6,89,77,0.011235955056179775,0.0,1099.0766305115417,2560.843141102932,-0.20135792406539094,-4.484975550425921,1.677545039220179,,,,,3.0,
PB.161551.569,Patient7,0,0,1705,1726,0.0,0.0,22.0,20.5,SRSF6,375,262,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient8,0,0,1179,1359,0.0,0.0,22.0,20.5,SRSF6,262,217,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.569,Patient9,0,0,1493,1722,0.0,0.0,22.0,20.5,SRSF6,7,3,0.0,0.0,1099.0766305115417,2560.843141102932,-0.42918545570822403,-13.675863388184219,0.0,,,,,,
PB.161551.572,Patient1,1,3,1902,1717,525.7623554153522,1747.2335468841002,17.0,3.0,SRSF6,191,95,0.005235602094240838,0.031578947368421054,1069.7454902536572,2140.3625459497644,-0.25415466920204305,-40.606973725462254,-0.05214550044627212,,,,,,
PB.161551.572,Patient10,2,0,2180,1394,917.4311926605506,0.0,11.0,24.0,SRSF6,345,248,0.005797101449275362,0.0,1069.7454902536572,2140.3625459497644,-0.07116284943470579,-32.30355690518534,0.16518767979339016,,,,,,
PB.161551.572,Patient11,3,1,2226,1367,1347.7088948787064,731.528895391368,6.0,15.0,SRSF6,1145,299,0.0026200873362445414,0.0033444816053511705,1069.7454902536572,2140.3625459497644,0.1298674400517066,-27.28734025167751,0.2656969398182347,,,,,,
PB.161551.572,Patient12,0,0,2004,1791,0.0,0.0,24.5,24.0,SRSF6,348,223,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient13,0,0,2495,2218,0.0,0.0,24.5,24.0,SRSF6,696,387,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient14,1,2,1161,1708,861.3264427217915,1170.9601873536299,12.0,7.0,SRSF6,121,44,0.008264462809917356,0.045454545454545456,1069.7454902536572,2140.3625459497644,-0.0973755814996201,-33.126456309761465,0.14869935483816848,,,,,,
PB.161551.572,Patient15,1,3,1376,2573,726.7441860465116,1165.954139137194,14.0,8.0,SRSF6,324,294,0.0030864197530864196,0.01020408163265306,1069.7454902536572,2140.3625459497644,-0.1602538340320949,-35.341691596402256,0.10431298263363252,,,,,,
PB.161551.572,Patient16,1,1,1395,1271,716.8458781362007,786.7820613690008,15.0,14.0,SRSF6,93,54,0.010752688172043012,0.018518518518518517,1069.7454902536572,2140.3625459497644,-0.16487842808932207,-35.520476466782874,0.10073069417465466,,,,,,
PB.161551.572,Patient17,0,2,975,1227,0.0,1629.9918500407498,24.5,4.0,SRSF6,56,25,0.0,0.08,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient18,0,0,988,1387,0.0,0.0,24.5,24.0,SRSF6,157,82,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient19,7,2,1229,1548,5695.6875508543535,1291.9896640826873,2.0,6.0,SRSF6,74,31,0.0945945945945946,0.06451612903225806,1069.7454902536572,2140.3625459497644,2.1612890158979963,-8.47846093457538,0.642567930973798,,,,,,
PB.161551.572,Patient2,1,4,1277,1085,783.0853563038371,3686.6359447004606,13.0,1.0,SRSF6,88,62,0.011363636363636364,0.06451612903225806,1069.7454902536572,2140.3625459497644,-0.13393064389594686,-34.36819960959734,0.12381871095289383,,,,,,
PB.161551.572,Patient20,1,5,1888,1738,529.6610169491526,2876.8699654775605,16.0,2.0,SRSF6,54,81,0.018518518518518517,0.06172839506172839,1069.7454902536572,2140.3625459497644,-0.25233317333388844,-40.48851518843817,-0.048585193728382395,,,,,,
PB.161551.572,Patient21,0,0,1417,1328,0.0,0.0,24.5,24.0,SRSF6,334,122,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient22,0,0,1221,2106,0.0,0.0,24.5,24.0,SRSF6,58,43,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient23,0,0,665,1159,0.0,0.0,24.5,24.0,SRSF6,27,18,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient24,0,0,1059,1661,0.0,0.0,24.5,24.0,SRSF6,27,41,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient25,2,2,1372,1946,1457.725947521866,1027.749229188078,5.0,12.0,SRSF6,341,346,0.005865102639296188,0.005780346820809248,1069.7454902536572,2140.3625459497644,0.18126856966469965,-26.26362080641254,0.2862090689832845,,,,,,
PB.161551.572,Patient26,0,0,1690,1469,0.0,0.0,24.5,24.0,SRSF6,668,201,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient27,10,2,917,1439,10905.125408942204,1389.854065323141,1.0,5.0,SRSF6,92,45,0.10869565217391304,0.044444444444444446,1069.7454902536572,2140.3625459497644,4.595193434542275,8.478460934575383,0.9823314992350722,,,,,,
PB.161551.572,Patient28,3,1,1473,1202,2036.6598778004072,831.9467554076539,4.0,13.0,SRSF6,299,165,0.010033444816053512,0.006060606060606061,1069.7454902536572,2140.3625459497644,0.45175261984305165,-21.90012263230957,0.37363989641617806,,,,,,
PB.161551.572,Patient29,1,2,1044,1857,957.8544061302681,1077.0059235325793,10.0,10.0,SRSF6,61,35,0.01639344262295082,0.05714285714285714,1069.7454902536572,2140.3625459497644,-0.05227669692460374,-31.741246922552367,0.17645460946627434,,,,,,
PB.161551.572,Patient3,0,1,1987,2019,0.0,495.2947003467063,24.5,16.0,SRSF6,371,172,0.0,0.005813953488372093,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient30,0,0,1658,1808,0.0,0.0,24.5,24.0,SRSF6,496,127,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient31,2,2,966,1858,2070.393374741201,1076.426264800861,3.0,11.0,SRSF6,153,125,0.013071895424836602,0.016,1069.7454902536572,2140.3625459497644,0.4675132660964764,-21.685765704964926,0.3779349374075881,,,,,,
PB.161551.572,Patient4,2,0,1554,1450,1287.001287001287,0.0,8.0,24.0,SRSF6,197,100,0.01015228426395939,0.0,1069.7454902536572,2140.3625459497644,0.101504204116609,-27.888604877571584,0.2536494811851496,,,,,,
PB.161551.572,Patient5,2,0,1993,1596,1003.5122930255895,0.0,9.0,24.0,SRSF6,682,354,0.002932551319648094,0.0,1069.7454902536572,2140.3625459497644,-0.030944849672034102,-31.133950301499922,0.18862293037699204,,,,,,
PB.161551.572,Patient6,0,0,1714,1602,0.0,0.0,24.5,24.0,SRSF6,89,77,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient7,0,0,1705,1726,0.0,0.0,24.5,24.0,SRSF6,375,262,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient8,0,0,1179,1359,0.0,0.0,24.5,24.0,SRSF6,262,217,0.0,0.0,1069.7454902536572,2140.3625459497644,-0.49979639770745865,-124.582547963851,-1.7347528138603676,,,,,,
PB.161551.572,Patient9,2,2,1493,1722,1339.5847287340923,1161.4401858304298,7.0,9.0,SRSF6,7,3,0.2857142857142857,0.6666666666666666,1069.7454902536572,2140.3625459497644,0.12607174377586425,-27.366217194065445,0.26411649310708846,,,,,,
PB.161551.582,Patient1,3,1,1902,1717,1577.2870662460568,582.4111822947001,10.0,12.0,SRSF6,191,95,0.015706806282722512,0.010526315789473684,1535.088754014518,3046.4813215512236,0.013851492189701711,-3.2740961432040554,1.8276384847289897,,,,,1.0,
PB.161551.582,Patient10,0,0,2180,1394,0.0,0.0,22.5,23.0,SRSF6,345,248,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient11,4,2,2226,1367,1796.9451931716083,1463.057790782736,9.0,8.0,SRSF6,1145,299,0.0034934497816593887,0.006688963210702341,1535.088754014518,3046.4813215512236,0.08595373203330749,-3.086106732757698,1.8599777192032836,,,,,3.0,
PB.161551.582,Patient12,0,1,2004,1791,0.0,558.3472920156337,22.5,13.0,SRSF6,348,223,0.0,0.004484304932735426,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient13,0,1,2495,2218,0.0,450.8566275924256,22.5,14.0,SRSF6,696,387,0.0,0.002583979328165375,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient14,0,0,1161,1708,0.0,0.0,22.5,23.0,SRSF6,121,44,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient15,4,3,1376,2573,2906.9767441860463,1165.954139137194,6.0,9.0,SRSF6,324,294,0.012345679012345678,0.01020408163265306,1535.088754014518,3046.4813215512236,0.45031885817470996,-2.392440044842943,1.9793070453297865,1.0,1.0,1.0,1.0,1.0,
PB.161551.582,Patient16,9,5,1395,1271,6451.612903225807,3933.910306845004,2.0,1.0,SRSF6,93,54,0.0967741935483871,0.09259259259259259,1535.088754014518,3046.4813215512236,1.6138369582085168,-1.242572296764585,2.1771152230949147,1.0,1.0,1.0,1.0,1.0,
PB.161551.582,Patient17,3,1,975,1227,3076.923076923077,814.9959250203749,5.0,10.0,SRSF6,56,25,0.05357142857142857,0.04,1535.088754014518,3046.4813215512236,0.5061033238580566,-2.3104986000964574,1.9934031775987644,1.0,1.0,1.0,1.0,1.0,
PB.161551.582,Patient18,5,0,988,1387,5060.728744939272,0.0,3.0,23.0,SRSF6,157,82,0.03184713375796178,0.0,1535.088754014518,3046.4813215512236,1.157282654577232,-1.5928255802121896,2.1168622384618487,,,,,2.0,
PB.161551.582,Patient19,1,3,1229,1548,813.6696501220504,1937.984496124031,13.0,5.0,SRSF6,74,31,0.013513513513513514,0.0967741935483871,1535.088754014518,3046.4813215512236,-0.2368040462907324,-4.228168708721497,1.663512344174045,,,,,,
PB.161551.582,Patient2,0,0,1277,1085,0.0,0.0,22.5,23.0,SRSF6,88,62,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient20,0,0,1888,1738,0.0,0.0,22.5,23.0,SRSF6,54,81,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient21,4,4,1417,1328,2822.8652081863092,3012.0481927710844,7.0,2.0,SRSF6,334,122,0.011976047904191617,0.03278688524590164,1535.088754014518,3046.4813215512236,0.4227094533821315,-2.4347845505956216,1.9720226515068444,,,,,2.0,
PB.161551.582,Patient22,0,0,1221,2106,0.0,0.0,22.5,23.0,SRSF6,58,43,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient23,0,0,665,1159,0.0,0.0,22.5,23.0,SRSF6,27,18,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient24,0,0,1059,1661,0.0,0.0,22.5,23.0,SRSF6,27,41,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient25,0,0,1372,1946,0.0,0.0,22.5,23.0,SRSF6,341,346,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient26,6,3,1690,1469,3550.2958579881656,2042.2055820285907,4.0,4.0,SRSF6,668,201,0.008982035928143712,0.014925373134328358,1535.088754014518,3046.4813215512236,0.6614867748302931,-2.1041102204564717,2.0289075296050796,,,,,,
PB.161551.582,Patient27,14,4,917,1439,15267.175572519083,2779.708130646282,1.0,3.0,SRSF6,92,45,0.15217391304347827,0.08888888888888889,1535.088754014518,3046.4813215512236,4.507523719696528,1.242572296764585,2.604626929854575,,,,,3.0,
PB.161551.582,Patient28,0,0,1473,1202,0.0,0.0,22.5,23.0,SRSF6,299,165,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient29,0,0,1044,1857,0.0,0.0,22.5,23.0,SRSF6,61,35,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient3,0,0,1987,2019,0.0,0.0,22.5,23.0,SRSF6,371,172,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient30,3,3,1658,1808,1809.4089264173704,1659.2920353982302,8.0,7.0,SRSF6,496,127,0.006048387096774193,0.023622047244094488,1535.088754014518,3046.4813215512236,0.09004492181267425,-3.076140173455993,1.8616922354486112,,,,,,
PB.161551.582,Patient31,0,0,966,1858,0.0,0.0,22.5,23.0,SRSF6,153,125,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient4,2,1,1554,1450,1287.001287001287,689.655172413793,11.0,11.0,SRSF6,197,100,0.01015228426395939,0.01,1535.088754014518,3046.4813215512236,-0.08143410079629454,-3.5673217415270013,1.7771957956673265,,,,,3.0,
PB.161551.582,Patient5,0,0,1993,1596,0.0,0.0,22.5,23.0,SRSF6,682,354,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient6,2,3,1714,1602,1166.8611435239206,1872.6591760299625,12.0,6.0,SRSF6,89,77,0.02247191011235955,0.03896103896103896,1535.088754014518,3046.4813215512236,-0.1208698073694741,-3.7085870258460307,1.7528943675080284,,,,,2.0,
PB.161551.582,Patient7,0,0,1705,1726,0.0,0.0,22.5,23.0,SRSF6,375,262,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient8,0,0,1179,1359,0.0,0.0,22.5,23.0,SRSF6,262,217,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.582,Patient9,0,0,1493,1722,0.0,0.0,22.5,23.0,SRSF6,7,3,0.0,0.0,1535.088754014518,3046.4813215512236,-0.5038891074614806,-13.898240061217276,0.0,,,,,,
PB.161551.598,Patient1,0,0,1902,1717,0.0,0.0,18.5,20.5,SRSF6,191,95,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient10,0,0,2180,1394,0.0,0.0,18.5,20.5,SRSF6,345,248,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient11,0,0,2226,1367,0.0,0.0,18.5,20.5,SRSF6,1145,299,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient12,0,0,2004,1791,0.0,0.0,18.5,20.5,SRSF6,348,223,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient13,0,0,2495,2218,0.0,0.0,18.5,20.5,SRSF6,696,387,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient14,0,1,1161,1708,0.0,585.4800936768149,18.5,7.0,SRSF6,121,44,0.0,0.022727272727272728,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient15,0,0,1376,2573,0.0,0.0,18.5,20.5,SRSF6,324,294,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient16,0,0,1395,1271,0.0,0.0,18.5,20.5,SRSF6,93,54,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient17,0,0,975,1227,0.0,0.0,18.5,20.5,SRSF6,56,25,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient18,0,0,988,1387,0.0,0.0,18.5,20.5,SRSF6,157,82,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient19,0,0,1229,1548,0.0,0.0,18.5,20.5,SRSF6,74,31,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient2,0,0,1277,1085,0.0,0.0,18.5,20.5,SRSF6,88,62,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient20,4,2,1888,1738,2118.64406779661,1150.7479861910242,3.0,4.0,SRSF6,54,81,0.07407407407407407,0.024691358024691357,668.5828116229284,2303.199340779372,0.6295856509245962,-2.500736216290969,2.5169407548892604,1.0,1.0,1.0,1.0,2.0,
PB.161551.598,Patient21,0,0,1417,1328,0.0,0.0,18.5,20.5,SRSF6,334,122,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient22,1,1,1221,2106,819.0008190008191,474.8338081671415,5.0,9.0,SRSF6,58,43,0.017241379310344827,0.023255813953488372,668.5828116229284,2303.199340779372,0.0653082886551154,-3.8708609872166417,2.2048461174831835,,,,,3.0,
PB.161551.598,Patient23,0,0,665,1159,0.0,0.0,18.5,20.5,SRSF6,27,18,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient24,0,0,1059,1661,0.0,0.0,18.5,20.5,SRSF6,27,41,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient25,0,0,1372,1946,0.0,0.0,18.5,20.5,SRSF6,341,346,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient26,0,3,1690,1469,0.0,2042.2055820285907,18.5,2.0,SRSF6,668,201,0.0,0.014925373134328358,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient27,11,1,917,1439,11995.637949836422,694.9270326615705,1.0,6.0,SRSF6,92,45,0.11956521739130435,0.022222222222222223,668.5828116229284,2303.199340779372,4.9179656044797975,1.3244506567368048,3.3882630866076546,1.0,1.0,1.0,1.0,1.0,
PB.161551.598,Patient28,0,0,1473,1202,0.0,0.0,18.5,20.5,SRSF6,299,165,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient29,5,5,1044,1857,4789.272030651341,2692.5148088314486,2.0,1.0,SRSF6,61,35,0.08196721311475409,0.14285714285714285,668.5828116229284,2303.199340779372,1.789115317145769,-1.3244506567368048,2.784881619097588,1.0,1.0,1.0,1.0,1.0,
PB.161551.598,Patient3,0,1,1987,2019,0.0,495.2947003467063,18.5,8.0,SRSF6,371,172,0.0,0.005813953488372093,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient30,0,0,1658,1808,0.0,0.0,18.5,20.5,SRSF6,496,127,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient31,0,2,966,1858,0.0,1076.426264800861,18.5,5.0,SRSF6,153,125,0.0,0.016,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient4,0,0,1554,1450,0.0,0.0,18.5,20.5,SRSF6,197,100,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient5,2,3,1993,1596,1003.5122930255895,1879.6992481203006,4.0,3.0,SRSF6,682,354,0.002932551319648094,0.00847457627118644,668.5828116229284,2303.199340779372,0.14541923292202988,-3.5780630233965174,2.2715412654659044,,,,,3.0,
PB.161551.598,Patient6,0,0,1714,1602,0.0,0.0,18.5,20.5,SRSF6,89,77,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient7,0,0,1705,1726,0.0,0.0,18.5,20.5,SRSF6,375,262,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient8,0,0,1179,1359,0.0,0.0,18.5,20.5,SRSF6,262,217,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.598,Patient9,0,0,1493,1722,0.0,0.0,18.5,20.5,SRSF6,7,3,0.0,0.0,668.5828116229284,2303.199340779372,-0.2902843882356656,-13.550342527658467,0.0,,,,,,
PB.161551.604,Patient1,2,0,1902,1717,1051.5247108307044,0.0,12.0,24.0,SRSF6,191,95,0.010471204188481676,0.0,1431.4986165697217,2974.141702703255,-0.1277591802010145,-31.44833887759096,1.0004333120702855,,,,,,
PB.161551.604,Patient10,0,0,2180,1394,0.0,0.0,24.0,24.0,SRSF6,345,248,0.0,0.0,1431.4986165697217,2974.141702703255,-0.48131486649361893,-128.58662413477623,-1.6554963181453248,,,,,,
PB.161551.604,Patient11,3,2,2226,1367,1347.7088948787064,1463.057790782736,11.0,9.0,SRSF6,1145,299,0.0026200873362445414,0.006688963210702341,1431.4986165697217,2974.141702703255,-0.028172740261453316,-28.595690279607034,1.0533723956624357,,,,,,
